GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,org.apache.cassandra.io.compress,CompressionMetadata,455,81,30,2,80,19,23,5,7,5
JaCoCo Ant Example,org.apache.cassandra.io.compress,CompressedSequentialWriter.TransactionalProxy,13,72,1,1,1,13,2,4,1,4
JaCoCo Ant Example,org.apache.cassandra.io.compress,SnappyCompressor,98,0,4,0,32,0,13,0,11,0
JaCoCo Ant Example,org.apache.cassandra.io.compress,CompressedSequentialWriter.CompressedFileWriterMark,15,0,0,0,6,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.io.compress,CompressionMetadata.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.io.compress,CompressionMetadata.ChunkSerializer,31,3,0,0,7,1,3,1,3,1
JaCoCo Ant Example,org.apache.cassandra.io.compress,DeflateCompressor,387,0,30,0,89,0,30,0,15,0
JaCoCo Ant Example,org.apache.cassandra.io.compress,CompressionMetadata.Chunk,73,23,13,3,8,7,11,2,3,2
JaCoCo Ant Example,org.apache.cassandra.io,ForwardingVersionedSerializer,0,25,0,0,0,6,0,4,0,4
JaCoCo Ant Example,org.apache.cassandra.io,FSReadError,23,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.io,FSError,23,0,4,0,7,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.io,ISerializer,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.io,FSWriteError,23,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.io,FSDiskFullWriteError,15,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,HeapAllocator,2,8,0,0,1,2,1,2,1,2
JaCoCo Ant Example,org.apache.cassandra.utils.memory,ContextAllocator,6,49,3,5,0,14,3,5,0,4
JaCoCo Ant Example,org.apache.cassandra.utils.memory,NativeAllocator,226,0,28,0,45,0,23,0,9,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,AbstractAllocator.CloningBTreeRowBuilder,0,21,0,0,0,7,0,3,0,3
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtableAllocator,8,44,2,0,1,15,2,5,1,5
JaCoCo Ant Example,org.apache.cassandra.utils.memory,BufferPool.GlobalPool,102,131,17,15,18,31,16,7,2,5
JaCoCo Ant Example,org.apache.cassandra.utils.memory,SlabAllocator,70,152,13,17,12,37,13,10,1,7
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtableBufferAllocator,6,22,0,0,1,4,1,3,1,3
JaCoCo Ant Example,org.apache.cassandra.utils.memory,BufferPool.LocalPoolRef,25,9,4,0,5,3,3,1,1,1
JaCoCo Ant Example,org.apache.cassandra.utils.memory,SlabPool,1,27,1,1,0,4,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtableCleanerThread.Clean,12,36,4,4,4,9,4,3,0,3
JaCoCo Ant Example,org.apache.cassandra.utils.memory,AbstractAllocator,6,42,3,5,0,10,3,5,0,4
JaCoCo Ant Example,org.apache.cassandra.utils.memory,BufferPool.LocalPool,91,225,21,27,20,48,18,15,2,7
JaCoCo Ant Example,org.apache.cassandra.utils.memory,HeapPool.Allocator,25,0,0,0,6,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,EnsureOnHeap.NoOp,10,11,0,0,5,5,5,5,5,5
JaCoCo Ant Example,org.apache.cassandra.utils.memory,BufferPool,179,163,29,13,41,40,32,8,11,8
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtableAllocator.LifeCycle,14,58,6,7,1,7,6,3,0,2
JaCoCo Ant Example,org.apache.cassandra.utils.memory,NativePool,12,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemoryUtil,788,222,67,11,123,51,60,13,21,13
JaCoCo Ant Example,org.apache.cassandra.utils.memory,NativeAllocator.Region,76,0,4,0,16,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,NativeAllocator.CloningBTreeRowBuilder,37,0,2,0,10,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,NativeAllocator.RaceAllocated,39,0,4,0,11,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,BufferPool.Chunk,156,380,46,42,23,85,44,21,3,18
JaCoCo Ant Example,org.apache.cassandra.utils.memory,SlabAllocator.Region,28,52,1,3,4,11,2,3,1,2
JaCoCo Ant Example,org.apache.cassandra.utils.memory,EnsureOnHeap.CloneToHeap,69,0,6,0,16,0,13,0,10,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtableAllocator.SubAllocator,52,123,11,9,14,33,9,12,1,10
JaCoCo Ant Example,org.apache.cassandra.utils.memory,BufferPool.new FastThreadLocal() {...},0,7,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtablePool,13,70,2,2,2,15,3,4,1,4
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtableCleanerThread,4,32,0,0,2,5,1,2,1,2
JaCoCo Ant Example,org.apache.cassandra.utils.memory,EnsureOnHeap,0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.utils.memory,HeapPool,12,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,BufferPool.Debug,45,17,7,1,8,3,7,2,3,2
JaCoCo Ant Example,org.apache.cassandra.utils.memory,MemtablePool.SubPool,90,151,24,20,21,37,22,18,5,13
JaCoCo Ant Example,org.apache.cassandra.utils.memory,EnsureOnHeap.CloneToHeap.new SearchIterator() {...},18,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.utils.memory,EnsureOnHeap.CloneToHeap.new Iterator() {...},25,0,0,0,5,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReadsListener.SkippingReason,0,44,0,0,0,5,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.DropPageCache,38,0,4,0,13,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableWriter,177,196,13,7,35,36,21,12,11,12
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.4.new Iterator() {...},70,0,6,0,12,0,7,0,4,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableWriter.TransactionalProxy,0,6,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.GlobalTidy.new Runnable() {...},30,0,2,0,5,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReadsListener,1,7,0,0,1,3,1,3,1,3
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.UniqueIdentifier,0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.Operator.GreaterThan,6,3,2,0,1,1,2,1,1,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.GlobalTidy,47,103,7,7,9,29,7,7,1,6
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableWriter.Factory,0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.AndThen,22,4,1,1,8,2,3,1,2,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReadsListener.SelectionReason,0,24,0,0,0,3,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.InstanceTidier.new Runnable() {...},18,69,8,10,3,18,8,3,0,2
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.Operator,0,16,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.new Iterable() {...},14,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.new Predicate() {...},0,8,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.new Runnable() {...},70,0,0,0,17,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.Operator.Equals,3,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.Operator.GreaterThanOrEqualTo,6,3,2,0,1,1,2,1,1,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableFormat,4,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReadsListener.new SSTableReadsListener() {...},0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,Version,15,61,10,8,1,14,10,7,1,7
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableFormat.Type,18,79,5,7,1,14,5,5,0,4
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.InstanceTidier,34,82,9,5,8,24,9,4,2,4
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,RangeAwareSSTableWriter,405,0,38,0,84,0,34,0,15,0
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.OpenReason,0,44,0,0,0,5,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader,2446,775,292,58,465,160,255,60,88,52
JaCoCo Ant Example,org.apache.cassandra.io.sstable.format,SSTableReader.Factory,0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.transport,Message.ProtocolDecoder,163,9,33,1,32,2,18,2,1,2
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Dispatcher,319,37,28,2,67,11,22,3,7,3
JaCoCo Ant Example,org.apache.cassandra.transport,SimpleClient.SecureInitializer,45,0,0,0,10,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,ConnectionLimitHandler,114,18,16,0,30,4,10,2,2,2
JaCoCo Ant Example,org.apache.cassandra.transport,ServerConnection.State,34,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.transport,Event,89,6,8,0,14,3,8,1,3,1
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Dispatcher.LegacyFlusher,136,0,20,0,27,0,12,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Event.StatusChange.Status,0,24,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.transport,Frame.Decoder,250,12,22,0,58,5,13,2,2,2
JaCoCo Ant Example,org.apache.cassandra.transport,ProtocolVersionLimit,5,0,0,0,1,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,CBUtil,963,19,67,1,225,4,84,1,50,1
JaCoCo Ant Example,org.apache.cassandra.transport,SimpleClient.SimpleEventHandler,14,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.SecureInitializer,18,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Message.ExceptionHandler.new ChannelFutureListener() {...},14,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server,72,179,12,8,13,45,11,6,1,6
JaCoCo Ant Example,org.apache.cassandra.transport,Event.TopologyChange,102,19,6,0,16,4,11,2,8,2
JaCoCo Ant Example,org.apache.cassandra.transport,ServerConnection,189,0,44,0,37,0,30,0,6,0
JaCoCo Ant Example,org.apache.cassandra.transport,SimpleClient.new Connection.Factory() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.new Connection.Factory() {...},9,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.transport,Frame.Header.Flag,103,0,6,0,16,0,6,0,3,0
JaCoCo Ant Example,org.apache.cassandra.transport,ConfiguredLimit.StaticLimit,14,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.transport,ProtocolException,17,0,0,0,7,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.AbstractSecureIntializer,48,0,0,0,13,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,DataType,995,0,79,0,154,0,58,0,9,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.OptionalSecureInitializer,18,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.LatestEvent,19,27,2,2,1,6,3,3,1,3
JaCoCo Ant Example,org.apache.cassandra.transport,Message.ExceptionHandler,31,3,4,0,7,1,3,1,1,1
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Dispatcher.Flusher,42,0,4,0,10,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,SimpleClient.ResponseHandler,48,0,6,0,14,0,6,0,3,0
JaCoCo Ant Example,org.apache.cassandra.transport,SimpleClient.ConnectionTracker,3,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,ProtocolVersion,107,169,18,2,15,24,16,6,7,5
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Dispatcher.FlushItem,20,0,0,0,8,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Direction,19,24,4,0,2,2,4,1,2,1
JaCoCo Ant Example,org.apache.cassandra.transport,Message.UnexpectedChannelExceptionHandler,70,0,10,0,22,0,7,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,DataType.Codec,154,0,8,0,29,0,10,0,6,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.Builder,18,75,4,4,4,23,4,9,0,9
JaCoCo Ant Example,org.apache.cassandra.transport,FrameCompressor.SnappyCompressor,106,0,2,0,32,0,5,0,4,0
JaCoCo Ant Example,org.apache.cassandra.transport,Frame.Decompressor,37,3,6,0,10,1,4,1,1,1
JaCoCo Ant Example,org.apache.cassandra.transport,Event.SchemaChange,484,0,72,0,103,0,46,0,10,0
JaCoCo Ant Example,org.apache.cassandra.transport,Event.Type,0,56,0,0,0,8,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Request,19,0,2,0,7,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.transport,CBUtil.new FastThreadLocal() {...},4,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.transport,Message.ProtocolEncoder,201,12,35,1,53,4,19,2,1,2
JaCoCo Ant Example,org.apache.cassandra.transport,Event.SchemaChange.Target,54,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.ConnectionTracker,27,61,2,2,5,10,4,4,3,3
JaCoCo Ant Example,org.apache.cassandra.transport,SimpleClient.Initializer,73,0,0,0,12,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,SimpleClient,377,0,30,0,82,0,32,0,17,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.OptionalSecureInitializer.new ByteToMessageDecoder() {...},32,0,4,0,9,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Frame,59,0,0,0,13,0,6,0,6,0
JaCoCo Ant Example,org.apache.cassandra.transport,Server.EndpointPayloadTracker,12,72,5,5,2,14,5,7,0,7
JaCoCo Ant Example,org.apache.cassandra.transport,Server.EventNotifier,220,170,11,17,49,41,27,14,17,10
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Response,20,8,1,1,7,3,5,1,4,1
JaCoCo Ant Example,org.apache.cassandra.transport,Frame.Encoder,65,3,2,0,12,1,2,1,1,1
JaCoCo Ant Example,org.apache.cassandra.transport,Message,24,27,0,0,10,12,7,3,7,3
JaCoCo Ant Example,org.apache.cassandra.transport,FrameCompressor.LZ4Compressor,191,0,2,0,34,0,5,0,4,0
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Type,73,293,7,5,10,31,5,4,1,2
JaCoCo Ant Example,org.apache.cassandra.transport,Server.Initializer,5,104,2,2,1,22,2,3,0,3
JaCoCo Ant Example,org.apache.cassandra.transport,ServerError,11,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.transport,Client,537,0,46,0,123,0,29,0,6,0
JaCoCo Ant Example,org.apache.cassandra.transport,Event.SchemaChange.Change,34,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.transport,ConfiguredLimit.DynamicLimit,23,31,6,2,7,13,5,4,1,4
JaCoCo Ant Example,org.apache.cassandra.transport,Connection,43,0,0,0,16,0,9,0,9,0
JaCoCo Ant Example,org.apache.cassandra.transport,Frame.Header,18,0,0,0,7,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.transport,Message.Dispatcher.ImmediateFlusher,79,0,8,0,17,0,6,0,2,0
JaCoCo Ant Example,org.apache.cassandra.transport,Event.TopologyChange.Change,0,34,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.transport,Frame.Compressor,42,3,6,0,11,1,4,1,1,1
JaCoCo Ant Example,org.apache.cassandra.transport,Event.StatusChange,82,29,6,0,14,5,9,3,6,3
JaCoCo Ant Example,org.apache.cassandra.transport,ConfiguredLimit,14,26,2,2,1,7,2,3,0,3
JaCoCo Ant Example,org.apache.cassandra.transport,Event.NodeEvent,0,12,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.index.internal.keys,KeysSearcher.new UnfilteredPartitionIterator() {...},158,0,16,0,36,0,16,0,8,0
JaCoCo Ant Example,org.apache.cassandra.index.internal.keys,KeysSearcher,244,0,26,0,42,0,18,0,5,0
JaCoCo Ant Example,org.apache.cassandra.index.internal.keys,KeysIndex,51,0,8,0,14,0,10,0,6,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,SA,38,0,0,0,11,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,IntegralSA.IntegralSuffixIterator.new Comparator() {...},17,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,CharTerm,43,0,0,0,6,0,5,0,5,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,IntegralSA.IntegralSuffixIterator,64,0,2,0,10,0,5,0,4,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,ByteTerm,38,0,0,0,6,0,5,0,5,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,TermIterator,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,SuffixSA,21,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,IntegralSA,18,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,SuffixSA.SASuffixIterator,287,0,18,0,46,0,17,0,8,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,IndexedTerm,15,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.sa,Term,18,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,TermIterator.new FastThreadLocal() {...},27,0,2,0,7,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,SASIIndex.new Index.Indexer() {...},59,0,4,0,14,0,12,0,10,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,SASIIndexBuilder,235,0,18,0,52,0,14,0,5,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,TermIterator,245,0,18,0,64,0,18,0,9,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,SASIIndex.SASIIndexBuildingSupport,81,0,4,0,17,0,8,0,6,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,SSTableIndex,236,0,26,0,45,0,31,0,18,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,Term,143,0,18,0,18,0,16,0,7,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,SASIIndex,374,0,36,0,81,0,49,0,31,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,SSTableIndex.DecoratedKeyFetcher,55,0,4,0,9,0,6,0,4,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi,TermIterator.1.new ThreadFactory() {...},31,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.utils.progress,ProgressEventNotifierSupport,37,0,2,0,10,0,5,0,4,0
JaCoCo Ant Example,org.apache.cassandra.utils.progress,ProgressEventType,74,0,0,0,8,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.utils.progress,ProgressEvent,57,0,2,0,14,0,9,0,8,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocation,445,0,40,0,80,0,32,0,12,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorBase,96,0,8,0,23,0,9,0,5,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,ReplicationAwareTokenAllocator.CandidateInfo,13,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorBase.BaseTokenInfo,30,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorFactory,31,0,2,0,7,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,NoReplicationTokenAllocator,554,0,50,0,118,0,34,0,9,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,ReplicationAwareTokenAllocator,793,0,70,0,165,0,56,0,21,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,ReplicationAwareTokenAllocator.UnitAdjustmentTracker,110,0,12,0,27,0,10,0,4,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorBase.Weighted,33,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorBase.CircularList,76,0,16,0,13,0,11,0,3,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorBase.UnitInfo,90,0,8,0,11,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorBase.GroupInfo,34,0,2,0,7,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,ReplicationAwareTokenAllocator.ReplicationVisitor,15,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocation.new TokenAllocation.StrategyAdapter() {...},13,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocation.new TokenAllocation.StrategyAdapter() {...},21,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocation.new TokenAllocation.StrategyAdapter() {...},28,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocation.new TokenAllocation.StrategyAdapter() {...},25,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,ReplicationAwareTokenAllocator.GroupVisitor,73,0,8,0,19,0,9,0,5,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,TokenAllocatorBase.TokenInfo,9,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.dht.tokenallocator,ReplicationAwareTokenAllocator.PopulateVisitor,15,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.tools.nodetool.formatter,TableBuilder,165,0,20,0,30,0,14,0,4,0
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogTransaction.LogFilesByName,69,27,6,0,16,8,5,3,2,3
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogTransaction.TransactionTidier,53,30,6,4,9,12,6,3,1,3
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogRecord.Status,9,13,2,0,3,4,2,2,1,2
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogRecord.Type,14,72,4,6,2,8,4,6,2,3
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,Tracker.new Predicate() {...},16,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,Tracker,288,517,28,44,62,120,36,42,11,31
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,WrappedLifecycleTransaction,81,0,0,0,28,0,17,0,17,0
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,Helpers,221,235,27,29,33,46,26,23,6,15
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View,141,279,33,43,12,52,39,29,8,21
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogReplicaSet,430,113,40,4,81,19,36,14,15,13
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LifecycleTransaction,745,571,85,37,75,94,76,28,17,26
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogFile,594,382,69,29,112,73,67,29,24,23
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogAwareFileLister,242,86,23,1,37,25,23,6,11,6
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,SSTableSet,0,34,0,0,0,4,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Predicate() {...},16,0,2,0,2,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Function() {...},0,31,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Function() {...},6,44,3,3,0,4,3,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Function() {...},6,43,3,3,0,4,3,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Predicate() {...},2,34,3,5,1,4,3,3,0,2
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Predicate() {...},9,6,2,0,1,1,2,1,1,1
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Function() {...},10,73,5,5,0,9,5,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,View.new Function() {...},19,61,5,5,1,7,5,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,Helpers.new Predicate() {...},1,15,1,1,0,2,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LifecycleTransaction.ReaderState,91,0,16,0,11,0,13,0,5,0
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogTransaction.CorruptTransactionLogException,7,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogReplica,163,81,11,5,31,27,17,9,10,8
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LifecycleTransaction.ReaderState.Action,61,0,12,0,4,0,8,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogRecord,233,512,35,35,34,80,37,34,13,23
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,SSTableIntervalTree,0,46,0,2,0,9,0,6,0,5
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogTransaction.SSTableTidier,21,84,8,6,8,18,8,2,1,2
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogTransaction,138,142,10,4,31,32,15,14,8,14
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LifecycleTransaction.State,17,69,3,5,1,13,4,6,1,5
